StudentID,AcademicYear,ExtractedAt,ShortDescription,StaffReferral,ReferredByOther,SequenceNumber,IncidentDate,IncidentID,ExactTime,ApproximateTimeCode,SchoolOfIncidentCode,LocationCode,PossibleMotivationCode,WeaponTypeCode,Demerits,Initials,InstructionalSupportIndicator,Comment,IsSubstituteTeacherReferral,ViolationCode1,ViolationCode2,ViolationCode3,ViolationCode4,ViolationCode5,PreReferralInterventionCode1,PreReferralInterventionCode2,PreReferralInterventionCode3,UserCode1,UserCode2,UserCode3,UserCode4,UserCode5,UserCode6,UserCode7,UserCode8,Admin_StudentID,Admin_AssignedDays,Admin_AssignedHours,Admin_AssignedStartDate,Admin_AssignedEndDate,Admin_AssignedReturnDate,Admin_ReasonForDifferenceCode,Admin_DisciplinaryAssignmentSchoolCode,Admin_ActionDecisionDate,Admin_SequenceNumber,Admin_DispositionCode,Admin_Days,Admin_Hours,Admin_StartDate,Admin_EndDate,Admin_ReturnDate,Admin_ReturnStatusCode,Admin_ReturnLocationCode,Admin_ActionAuthorityCode,Admin_PlacementCode,Admin_ResultCode,Admin_SuspensionTagCode
43915,2025-2026,2026-02-22T00:23:45.643841,,6094,,1,2023-10-11T00:00:00,24056,,,16,,,,0.0,JP,,Sent 1st absence letter on 10/11/23.,False,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43917,2025-2026,2026-02-22T00:23:45.643841,,6094,,1,2023-10-11T00:00:00,24040,,,16,,,,0.0,JP,,Sent 1st absence letter on 10/11/23.,False,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43923,2025-2026,2026-02-22T00:23:45.643841,Used an inappropriate slur,0,,3,2023-11-08T00:00:00,24162,,,16,,,,0.0,,,Griffin called an African American student a monkey. AP Miller spoke with Griffin about how offensive this term is for black students. He did not understand the history of the word so AP Miller educated him about it's meaning. It was determined that an apology letter to student #46448 was appropriate and he vowed to not use this slur again.,False,39,,,,,,,,,,,,,,,,43923.0,0.0,0.0,,,,,0.0,,1.0,REP,0.0,0.0,,,,,,,,,
43923,2025-2026,2026-02-22T00:23:45.643841,Used an inappropriate slur,0,,3,2023-11-08T00:00:00,24162,,,16,,,,0.0,,,Griffin called an African American student a monkey. AP Miller spoke with Griffin about how offensive this term is for black students. He did not understand the history of the word so AP Miller educated him about it's meaning. It was determined that an apology letter to student #46448 was appropriate and he vowed to not use this slur again.,False,39,,,,,,,,,,,,,,,,43923.0,0.0,0.0,,,,,0.0,,2.0,PN,0.0,0.0,,,,,,,,,
43923,2025-2026,2026-02-22T00:23:45.643841,Excessive rough housing,0,,2,2023-10-02T00:00:00,23849,,,16,,,,0.0,,,"At lunchtime on Monday 10/2/23, Griffin was rough housing with student #44369. He grabbed the student, spun him around, causing the other student to get hit in the head. Student went home with a mild head injury.",False,4B,,,,,,,,,,,,,,,,43923.0,0.0,0.0,,,,,0.0,,1.0,COU,0.0,0.0,,,,,,,,,
43923,2025-2026,2026-02-22T00:23:45.643841,Excessive rough housing,0,,2,2023-10-02T00:00:00,23849,,,16,,,,0.0,,,"At lunchtime on Monday 10/2/23, Griffin was rough housing with student #44369. He grabbed the student, spun him around, causing the other student to get hit in the head. Student went home with a mild head injury.",False,4B,,,,,,,,,,,,,,,,43923.0,0.0,0.0,,,,,0.0,,2.0,DET-4,0.0,0.0,,,,,,,,,
43923,2025-2026,2026-02-22T00:23:45.643841,Excessive rough housing,0,,2,2023-10-02T00:00:00,23849,,,16,,,,0.0,,,"At lunchtime on Monday 10/2/23, Griffin was rough housing with student #44369. He grabbed the student, spun him around, causing the other student to get hit in the head. Student went home with a mild head injury.",False,4B,,,,,,,,,,,,,,,,43923.0,0.0,0.0,,,,,0.0,,3.0,PN,0.0,0.0,,,,,,,,,
43923,2025-2026,2026-02-22T00:23:45.643841,,0,,1,2023-02-14T00:00:00,23086,1900-01-01T18:30:00,,19,,,,0.0,,,"Griffin filmed a student at the talent show, without her knowledge, and posted a derisive video to social media.
Cyberbullying",False,96,30,,,,,,,,,,,,,,,43923.0,0.0,0.0,,,,,0.0,,1.0,SUS-1,1.0,0.0,2023-02-15T00:00:00,2023-02-15T00:00:00,2023-02-16T00:00:00,,,10,,,
43962,2025-2026,2026-02-22T00:23:45.643841,Confrontation not following staff directions,0,,21,2025-05-09T00:00:00,24968,,,16,,,,0.0,,,"During lunch time on Friday 5/9/25, Arya and several others threw oranges in the pavilion area causing a mess. He then went onto the field where he got into a verbal and physical confrontation with another student. He did not follow staff directions to go the office and swore loudly when AP Miller and Principal Dinday retrieved him. He then threw an ice pack out the door in the office.",False,00,,,,,,,,,,,,,,,,43962.0,0.0,0.0,,,,,0.0,,1.0,SUS-2,1.0,0.0,2025-05-09T00:00:00,2025-05-09T00:00:00,2025-05-12T00:00:00,,,,,,
43962,2025-2026,2026-02-22T00:23:45.643841,Confrontation not following staff directions,0,,21,2025-05-09T00:00:00,24968,,,16,,,,0.0,,,"During lunch time on Friday 5/9/25, Arya and several others threw oranges in the pavilion area causing a mess. He then went onto the field where he got into a verbal and physical confrontation with another student. He did not follow staff directions to go the office and swore loudly when AP Miller and Principal Dinday retrieved him. He then threw an ice pack out the door in the office.",False,00,,,,,,,,,,,,,,,,43962.0,0.0,0.0,,,,,0.0,,2.0,RPR,0.0,0.0,,,,,,,,,
43962,2025-2026,2026-02-22T00:23:45.643841,Playing games on computer,337,,19,2023-12-19T00:00:00,24495,,,16,,,,0.0,,,Arya was playing games on his computer after repeated warnings from the teacher. Parent notified.,False,2A,,,,,,,,,,,,,,,,43962.0,0.0,0.0,,,,,0.0,,1.0,PN,0.0,0.0,,,,,,,,,
43962,2025-2026,2026-02-22T00:23:45.643841,Playing games on computer,337,,19,2023-12-19T00:00:00,24495,,,16,,,,0.0,,,Arya was playing games on his computer after repeated warnings from the teacher. Parent notified.,False,2A,,,,,,,,,,,,,,,,43962.0,0.0,0.0,,,,,0.0,,2.0,COU,0.0,0.0,,,,,,,,,
43962,2025-2026,2026-02-22T00:23:45.643841,Pulled shorts down in class,6094,,18,2023-12-15T00:00:00,24488,,,16,,,,0.0,NM,,"During 5th period on Thursday 12/14/23, Arya was reported to be walking around with his shorts down. Several students confirmed this with Mr. Miller. He was wearing underwear but pulled his jacket down over his torso to make it appear as if he was naked from the waist down. He then called student # 44284 name and when she turned towards him, he showed her his rear end, again with underwear on but no shorts. He will write a letter of apology, serve one lunch detention, and parent notified.",False,39,,,,,,,,,,,,,,,,43962.0,0.0,0.0,,,,,0.0,,1.0,COU,0.0,0.0,,,,,,,,,
43962,2025-2026,2026-02-22T00:23:45.643841,Pulled shorts down in class,6094,,18,2023-12-15T00:00:00,24488,,,16,,,,0.0,NM,,"During 5th period on Thursday 12/14/23, Arya was reported to be walking around with his shorts down. Several students confirmed this with Mr. Miller. He was wearing underwear but pulled his jacket down over his torso to make it appear as if he was naked from the waist down. He then called student # 44284 name and when she turned towards him, he showed her his rear end, again with underwear on but no shorts. He will write a letter of apology, serve one lunch detention, and parent notified.",False,39,,,,,,,,,,,,,,,,43962.0,0.0,0.0,,,,,0.0,,2.0,DET-4,0.0,0.0,,,,,,,,,
43962,2025-2026,2026-02-22T00:23:45.643841,Pulled shorts down in class,6094,,18,2023-12-15T00:00:00,24488,,,16,,,,0.0,NM,,"During 5th period on Thursday 12/14/23, Arya was reported to be walking around with his shorts down. Several students confirmed this with Mr. Miller. He was wearing underwear but pulled his jacket down over his torso to make it appear as if he was naked from the waist down. He then called student # 44284 name and when she turned towards him, he showed her his rear end, again with underwear on but no shorts. He will write a letter of apology, serve one lunch detention, and parent notified.",False,39,,,,,,,,,,,,,,,,43962.0,0.0,0.0,,,,,0.0,,3.0,REP,0.0,0.0,,,,,,,,,
43962,2025-2026,2026-02-22T00:23:45.643841,Pulled shorts down in class,6094,,18,2023-12-15T00:00:00,24488,,,16,,,,0.0,NM,,"During 5th period on Thursday 12/14/23, Arya was reported to be walking around with his shorts down. Several students confirmed this with Mr. Miller. He was wearing underwear but pulled his jacket down over his torso to make it appear as if he was naked from the waist down. He then called student # 44284 name and when she turned towards him, he showed her his rear end, again with underwear on but no shorts. He will write a letter of apology, serve one lunch detention, and parent notified.",False,39,,,,,,,,,,,,,,,,43962.0,0.0,0.0,,,,,0.0,,4.0,PN,0.0,0.0,,,,,,,,,
43962,2025-2026,2026-02-22T00:23:45.643841,,2040258,,17,2023-11-28T00:00:00,24472,,,16,,,,0.0,JP,,Arya was playing/ talking when he wasn't supposed to. Warning and two strikes given.,False,00,,,,,,,,,,,,,,,,43962.0,0.0,0.0,,,,,0.0,,1.0,DET-4,0.0,0.0,,,,,,,,,
43962,2025-2026,2026-02-22T00:23:45.643841,Inappropriate search terms,6094,,16,2023-09-26T00:00:00,23807,,,16,,,,0.0,,,Arya used student # computer to look up inappropriate content at school. He was given a firm warning about this behavior. Parent notified.,False,00,,,,,,,,,,,,,,,,43962.0,0.0,0.0,,,,,0.0,,1.0,COU,0.0,0.0,,,,,,,,,
43962,2025-2026,2026-02-22T00:23:45.643841,Inappropriate search terms,6094,,16,2023-09-26T00:00:00,23807,,,16,,,,0.0,,,Arya used student # computer to look up inappropriate content at school. He was given a firm warning about this behavior. Parent notified.,False,00,,,,,,,,,,,,,,,,43962.0,0.0,0.0,,,,,0.0,,2.0,PN,0.0,0.0,,,,,,,,,
43962,2025-2026,2026-02-22T00:23:45.643841,,0,,15,2017-05-24T00:00:00,19888,,,14,,,,0.0,,,"Arya threatened to cut the heads off two girls, pushed lunch boxes down, and called a few other girls, Babies.",False,84,,,,,,,,,,,,,,,,43962.0,0.0,0.0,,,, ,0.0,,1.0,PN,0.0,0.0,,,, ,,10,,, 
43962,2025-2026,2026-02-22T00:23:45.643841,,0,,14,2017-04-26T00:00:00,19797,,,14,,,,0.0,,,Arya bit the counselor during his session.,False,84,,,,,,,,,,,,,,,,43962.0,0.0,0.0,,,, ,0.0,,1.0,TO,1.0,0.0,2017-04-26T00:00:00,2017-04-26T00:00:00,2017-04-27T00:00:00,0,,10,,, 
43962,2025-2026,2026-02-22T00:23:45.643841,,0,,13,2017-04-20T00:00:00,19766,,,14,,,,0.0,,,Arya spit at another student.,False,84,,,,,,,,,,,,,,,,43962.0,0.0,0.0,,,, ,0.0,,1.0,HOM,1.0,0.0,2017-04-20T00:00:00,2017-04-20T00:00:00,2017-04-21T00:00:00,0,,10,,, 
