StudentID,AcademicYear,ExtractedAt,ShortDescription,StaffReferral,ReferredByOther,SequenceNumber,IncidentDate,IncidentID,ExactTime,ApproximateTimeCode,SchoolOfIncidentCode,LocationCode,PossibleMotivationCode,WeaponTypeCode,Demerits,Initials,InstructionalSupportIndicator,Comment,IsSubstituteTeacherReferral,ViolationCode1,ViolationCode2,ViolationCode3,ViolationCode4,ViolationCode5,PreReferralInterventionCode1,PreReferralInterventionCode2,PreReferralInterventionCode3,UserCode1,UserCode2,UserCode3,UserCode4,UserCode5,UserCode6,UserCode7,UserCode8,Admin_StudentID,Admin_AssignedDays,Admin_AssignedHours,Admin_AssignedStartDate,Admin_AssignedEndDate,Admin_AssignedReturnDate,Admin_ReasonForDifferenceCode,Admin_DisciplinaryAssignmentSchoolCode,Admin_ActionDecisionDate,Admin_SequenceNumber,Admin_DispositionCode,Admin_Days,Admin_Hours,Admin_StartDate,Admin_EndDate,Admin_ReturnDate,Admin_ReturnStatusCode,Admin_ReturnLocationCode,Admin_ActionAuthorityCode,Admin_PlacementCode,Admin_ResultCode,Admin_SuspensionTagCode
41873,2020-2021,2026-02-22T00:16:13.551276,,0,,1,2016-03-28T00:00:00,18921,,,14,,,,1.0,,,"Andrew and another student were in a physical altercation involving pushing, head locks and punching.",False,84,,,,,,,,,,,,,,,,41873.0,0.0,0.0,,,, ,0.0,,1.0,SUS-1,1.0,0.0,2016-03-29T00:00:00,2016-03-29T00:00:00,2016-03-30T00:00:00, ,,10,,, 
41879,2020-2021,2026-02-22T00:16:13.551276,,0,Tervet K,10,2020-02-13T00:00:00,21867,,,16,,,,1.0,JC,,Student was off task-disrupting learning of self and others.,False,38,,,,,,,,,,,,,,,,41879.0,0.0,0.0,,,,,0.0,,1.0,DET-4,1.0,0.0,2020-02-24T00:00:00,2020-02-24T00:00:00,2020-02-25T00:00:00,,,10,,,
41879,2020-2021,2026-02-22T00:16:13.551276,,0,Campagna A,9,2019-03-14T00:00:00,21235,,,16,,,,1.0,JC,,"Student had been warned to focus multiple, or take a walk break , and then continued to be disrespectful during our history lesson by answering a question that had nothing to do with the topic.",False,38,,,,,,,,,,,,,,,,41879.0,0.0,0.0,,,,,0.0,,1.0,DET-4,0.0,0.0,2019-03-19T00:00:00,,,,,10,,,
41879,2020-2021,2026-02-22T00:16:13.551276,,0,Campagna A,8,2018-12-04T00:00:00,20961,,,16,,,,1.0,JC,,Student was playing a tag game in the classroom during lessons after two or more warnings.,False,38,,,,,,,,,,,,,,,,41879.0,0.0,0.0,,,,,0.0,,1.0,DET-4,1.0,0.0,2018-12-06T00:00:00,2018-12-06T00:00:00,2018-12-07T00:00:00,,,10,,,
41879,2020-2021,2026-02-22T00:16:13.551276,,0,,7,2016-02-10T00:00:00,18787,,,14,,,,1.0,,N,Arseniy exposed himself to another student.,False,39,,,,,,,,,,,,,,,,41879.0,0.0,0.0,,,, ,0.0,,1.0,SUS,1.0,0.0,2016-02-10T00:00:00,2016-02-10T00:00:00,2016-02-11T00:00:00,0,,10,,, 
41879,2020-2021,2026-02-22T00:16:13.551276,,0,,6,2016-01-22T00:00:00,18712,,,14,,,,1.0,,N,Arseniy teased and pushed another student multiple times.,False,84,,,,,,,,,,,,,,,,41879.0,0.0,0.0,,,, ,0.0,,1.0,SUS-1,1.0,0.0,2016-01-22T00:00:00,2016-01-22T00:00:00,2016-01-25T00:00:00,0,,10,,, 
41879,2020-2021,2026-02-22T00:16:13.551276,,0,,5,2014-11-04T00:00:00,17671,,,14,,,,1.0,,,Arseniy showed his underwear to other students and also looked up the teacher's dress.,False,39,,,,,,,,,,,,,,,,41879.0,0.0,0.0,,,, ,0.0,,1.0,SUS-1,1.0,0.0,2014-11-05T00:00:00,2014-11-05T00:00:00,2014-11-06T00:00:00,0,,10,,, 
41879,2020-2021,2026-02-22T00:16:13.551276,,0,"Anderson, W",4,2013-11-20T00:00:00,16516,,,14,,,,1.0,,,Arseniy bit another student in the face.,False,84,,,,,,,,,,,,,,,,41879.0,0.0,0.0,,,, ,0.0,,1.0,SUS,1.0,0.0,2013-11-21T00:00:00,2013-11-21T00:00:00,2013-11-22T00:00:00,0,,10,,, 
41879,2020-2021,2026-02-22T00:16:13.551276,,0,,3,2013-02-04T00:00:00,15393,,,14,,,,1.0,,,Arseniy grabbed another boy and punched him in the face,False,84,,,,,,,,,,,,,,,,41879.0,0.0,0.0,,,, ,0.0,,1.0,SUS,1.0,0.0,2013-02-04T00:00:00,2013-02-04T00:00:00,2013-02-05T00:00:00, ,,10,,, 
41879,2020-2021,2026-02-22T00:16:13.551276,,0,,2,2012-11-09T00:00:00,15013,,,14,,,,1.0,,,This suspension is given because of numerous citations involving physical incidents involving other students,False,84,,,,,,,,,,,,,,,,41879.0,0.0,0.0,,,, ,0.0,,1.0,SUS,1.0,0.0,2012-11-13T00:00:00,2012-11-13T00:00:00,2012-11-14T00:00:00, ,,10,,, 
41984,2020-2021,2026-02-22T00:16:13.551276,,0,Office,2,2021-05-28T00:00:00,22048,,,16,,,,0.0,JC,,Student was using phone during school hours.,False,30,,,,,,,,,,,,,,,,41984.0,0.0,0.0,,,,,0.0,,1.0,WAR,0.0,0.0,2021-05-28T00:00:00,,,,,10,,,
41984,2020-2021,2026-02-22T00:16:13.551276,,0,Office,1,2019-03-26T00:00:00,21261,,,16,,,,1.0,JC,,Student had excessive tardiness to first period during third trimester.  (7),False,80,,,,,,,,,,,,,,,,41984.0,0.0,0.0,,,,,0.0,,1.0,DET-4,1.0,0.0,2019-03-26T00:00:00,2019-03-26T00:00:00,2019-03-27T00:00:00,,,10,,,
42010,2020-2021,2026-02-22T00:16:13.551276,,0,Office,3,2019-03-26T00:00:00,21261,,,16,,,,1.0,JC,,Student had excessive tardiness to first period during third trimester.  (7),False,80,,,,,,,,,,,,,,,,42010.0,0.0,0.0,,,,,0.0,,1.0,DET-4,1.0,0.0,2019-03-26T00:00:00,2019-03-26T00:00:00,2019-03-27T00:00:00,,,10,,,
42010,2020-2021,2026-02-22T00:16:13.551276,,0,Office,2,2019-01-30T00:00:00,21096,,,16,,,,0.0,JC,,First Excessive Absence Letter  (10),False,31,,,,,,,,,,,,,,,,42010.0,0.0,0.0,,,,,0.0,,1.0,PN,0.0,0.0,2019-01-30T00:00:00,,,,,10,,,
42010,2020-2021,2026-02-22T00:16:13.551276,,0,Office,1,2019-01-25T00:00:00,21085,,,16,,,,1.0,JC,,Unexcused Tardies  (14),False,80,,,,,,,,,,,,,,,,42010.0,0.0,0.0,,,,,0.0,,1.0,DET-4,1.0,0.0,2019-01-23T00:00:00,2019-01-23T00:00:00,2019-01-24T00:00:00,,,10,,,
42043,2020-2021,2026-02-22T00:16:13.551276,,0,Office,5,2021-05-28T00:00:00,22048,,,16,,,,0.0,JC,,Student was using phone during school hours.,False,30,,,,,,,,,,,,,,,,42043.0,0.0,0.0,,,,,0.0,,1.0,WAR,0.0,0.0,2021-05-28T00:00:00,,,,,10,,,
42043,2020-2021,2026-02-22T00:16:13.551276,,0,Tervet K,4,2019-04-04T00:00:00,21299,,,16,,,,1.0,JC,,Student was running all around before school-multiple asks to stop. Unsafe for other students.,False,37,,,,,,,,,,,,,,,,42043.0,0.0,0.0,,,,,0.0,,1.0,DET-4,1.0,0.0,2019-04-16T00:00:00,2019-04-16T00:00:00,2019-04-17T00:00:00,,,10,,,
42043,2020-2021,2026-02-22T00:16:13.551276,,0,Jung K,3,2019-03-28T00:00:00,21277,,,16,,,,0.0,JC,,Student was listening to his music during PE.,False,30,,,,,,,,,,,,,,,,42043.0,0.0,0.0,,,,,0.0,,1.0,WAR,0.0,0.0,2019-03-28T00:00:00,,,,,10,,,
42043,2020-2021,2026-02-22T00:16:13.551276,,0,Office,2,2019-03-26T00:00:00,21261,,,16,,,,1.0,JC,,Student had excessive tardiness to first period during third trimester.  (7),False,80,,,,,,,,,,,,,,,,42043.0,0.0,0.0,,,,,0.0,,1.0,DET-4,1.0,0.0,2019-03-26T00:00:00,2019-03-26T00:00:00,2019-03-27T00:00:00,,,10,,,
42043,2020-2021,2026-02-22T00:16:13.551276,,0,Tervet K,1,2018-12-04T00:00:00,20963,,,16,,,,1.0,JC,,Student was talking during his test.,False,38,,,,,,,,,,,,,,,,42043.0,0.0,0.0,,,,,0.0,,1.0,DET-4,1.0,0.0,2018-12-06T00:00:00,2018-12-06T00:00:00,2018-12-07T00:00:00,,,10,,,
42052,2020-2021,2026-02-22T00:16:13.551276,,0,Tate,1,2021-04-01T00:00:00,22012,,,16,,,,0.0,,,Mia was using her phone during school hours,False,30,,,,,,,,,,,,,,,,42052.0,0.0,0.0,,,,,0.0,,1.0,WAR,0.0,0.0,,,,,,,,,
42074,2020-2021,2026-02-22T00:16:13.551276,,0,Office,5,2020-12-07T00:00:00,21971,,,16,,,,0.0,JC,,First Excessive Absence Letter,False,31,,,,,,,,,,,,,,,,42074.0,0.0,0.0,,,,,0.0,,1.0,PN,0.0,0.0,2020-12-07T00:00:00,,,,,10,,,
42074,2020-2021,2026-02-22T00:16:13.551276,,0,Gotham V,4,2020-03-05T00:00:00,21933,,,16,,,,1.0,JC,,"Student lied to teacher and kept to her story for 15 minutes until finally after Student tried to lie over and over even when the truth was obvious, she realized she was caught in a lie.",False,29,,,,,,,,,,,,,,,,42074.0,0.0,0.0,,,,,0.0,,1.0,DET-4,1.0,0.0,2020-03-09T00:00:00,2020-03-09T00:00:00,2020-03-10T00:00:00,,,10,,,
42074,2020-2021,2026-02-22T00:16:13.551276,,0,Gotham V,3,2020-03-02T00:00:00,21907,,,16,,,,1.0,JC,,"After many warnings, Student was surfing the internet when she was supposed to be working.",False,30,,,,,,,,,,,,,,,,42074.0,0.0,0.0,,,,,0.0,,1.0,DET-4,1.0,0.0,2020-03-03T00:00:00,2020-03-03T00:00:00,2020-03-04T00:00:00,,,10,,,
42074,2020-2021,2026-02-22T00:16:13.551276,,0,Gotham V,2,2019-12-04T00:00:00,21676,,,16,,,,0.0,JC,,Student was using her phone during class after teacher had asked her several times to put it away.,False,30,,,,,,,,,,,,,,,,42074.0,0.0,0.0,,,,,0.0,,1.0,WAR,0.0,0.0,2019-12-04T00:00:00,,,,,10,,,
42197,2020-2021,2026-02-22T00:16:13.551276,,0,Office,1,2020-12-07T00:00:00,21971,,,16,,,,0.0,JC,,First Excessive Absence Letter,False,31,,,,,,,,,,,,,,,,42197.0,0.0,0.0,,,,,0.0,,1.0,PN,0.0,0.0,2020-12-07T00:00:00,,,,,10,,,
42234,2020-2021,2026-02-22T00:16:13.551276,,0,Miller A,6,2021-03-11T00:00:00,21990,1900-01-01T11:30:00,,16,,,,0.0,,Y,Electronic Device in Classroom,False,30,,,,,,,,,,,,,,,,42234.0,0.0,0.0,,,,,0.0,,1.0,WAR,0.0,0.0,,,,,,,,,
42234,2020-2021,2026-02-22T00:16:13.551276,,0,Aguila C,4,2020-01-28T00:00:00,21798,,,16,,,,1.0,JC,,Student was pretending to have a cut by wrapping his hand with a paper towel and putting red marker on it.,False,38,,,,,,,,,,,,,,,,42234.0,0.0,0.0,,,,,0.0,,1.0,DET-4,1.0,0.0,2020-01-28T00:00:00,2020-01-28T00:00:00,2020-01-29T00:00:00,,,10,,,
42234,2020-2021,2026-02-22T00:16:13.551276,,0,Lecy,3,2020-01-23T00:00:00,21769,,,16,,,,1.0,JC,,Student was using his phone and airbuds at lunch. This is the 2nd infraction/Parent Pickup,False,30,,,,,,,,,,,,,,,,42234.0,0.0,0.0,,,,,0.0,,1.0,PN,0.0,0.0,2020-01-23T00:00:00,,,,,10,,,
42234,2020-2021,2026-02-22T00:16:13.551276,,0,Aguila C,2,2019-12-18T00:00:00,21721,,,16,,,,1.0,JC,,Roughing the sub,False,39,,,,,,,,,,,,,,,,42234.0,0.0,0.0,,,,,0.0,,1.0,DET-4,2.0,0.0,2019-12-19T00:00:00,2019-12-20T00:00:00,2020-01-06T00:00:00,,,10,,,
